x	y	n	label
6.070510387420654	18.03309440612793	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
15.73206615447998	17.996700286865234	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-17.33202362060547	8.24482536315918	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-24.998857498168945	12.40597915649414	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
8.386112213134766	17.600797653198242	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-19.872127532958984	4.565864086151123	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-12.229711532592773	-10.648642539978027	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
18.998435974121094	1.8168437480926514	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-16.234539031982422	-4.562252998352051	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
12.175909042358398	18.045961380004883	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
20.62320327758789	-13.678050994873047	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-26.061986923217773	9.646499633789062	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-10.920905113220215	-14.170523643493652	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
9.99524211883545	8.5668306350708	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-20.15074348449707	4.920976161956787	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
21.923233032226562	-4.30765438079834	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
0.5767504572868347	-29.441301345825195	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-17.970069885253906	-4.8034348487854	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-1.7006525993347168	-18.869205474853516	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-3.379674196243286	-18.751415252685547	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-21.95139503479004	18.373430252075195	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
19.281526565551758	-15.935335159301758	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
20.481395721435547	-5.720285892486572	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-10.602023124694824	-12.54530143737793	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-16.668262481689453	-7.137393474578857	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
1.636431097984314	-30.450124740600586	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-6.821826934814453	-18.81121063232422	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-23.106788635253906	13.655740737915039	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-7.490590572357178	-21.84617042541504	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-3.922271490097046	-19.218711853027344	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
13.457690238952637	15.325080871582031	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
16.493030548095703	5.448036193847656	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-2.374976873397827	-29.913070678710938	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-24.493202209472656	13.868939399719238	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
17.48836326599121	19.623750686645508	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-24.148540496826172	16.759044647216797	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-21.75553321838379	4.422967910766602	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
11.819024085998535	14.51379108428955	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-16.28504753112793	-6.084427833557129	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
20.750492095947266	-3.4641647338867188	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-4.206371307373047	-28.854280471801758	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-16.769437789916992	2.0026140213012695	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
6.421620845794678	-14.403606414794922	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-13.234025001525879	-12.898584365844727	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-8.779743194580078	-22.1409969329834	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-10.05587100982666	-13.38615894317627	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-16.4362850189209	7.422511100769043	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-2.316739559173584	-32.1533088684082	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
12.173901557922363	-3.0256552696228027	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-15.097546577453613	6.026604175567627	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-22.392379760742188	13.068033218383789	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
10.568199157714844	21.127662658691406	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-22.87533950805664	5.431955814361572	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
10.298356056213379	-13.673693656921387	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
11.42188835144043	-16.40071678161621	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-11.13304615020752	-18.625905990600586	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-22.498003005981445	10.385847091674805	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-15.460578918457031	13.548508644104004	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
22.188756942749023	-3.3771474361419678	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
12.345879554748535	23.573144912719727	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
20.000654220581055	-13.41409969329834	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-8.880741119384766	-18.53251075744629	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-23.860313415527344	12.423705101013184	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-23.09515380859375	8.286721229553223	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
19.271135330200195	8.128837585449219	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
7.273148536682129	27.380435943603516	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-4.667820930480957	-18.513381958007812	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
18.61374282836914	-19.576671600341797	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
9.57034969329834	9.151504516601562	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
12.477669715881348	16.20319366455078	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
19.33251953125	0.6568928956985474	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-17.115774154663086	5.180185317993164	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-18.511735916137695	-4.003848552703857	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-6.496201992034912	-20.513080596923828	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
17.80864715576172	-12.183724403381348	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
0.8279818892478943	17.961181640625	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
10.665955543518066	-17.01701545715332	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
4.694152355194092	-12.81628704071045	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
19.63433265686035	-14.847489356994629	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-10.794731140136719	-16.46364402770996	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-14.901721000671387	10.100844383239746	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
16.543622970581055	14.952827453613281	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-11.369941711425781	-12.046087265014648	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
1.6935359239578247	20.613616943359375	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
10.96831226348877	-17.5240421295166	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
0.12772497534751892	-31.01674461364746	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
0.6342729926109314	-33.63020324707031	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-6.153538227081299	-26.701906204223633	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
9.143568992614746	21.22199249267578	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
1.4110567569732666	19.20423126220703	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
11.398724555969238	17.724918365478516	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
19.298805236816406	-17.43526840209961	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-10.587658882141113	-18.713544845581055	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-5.903818607330322	-20.257272720336914	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
22.493825912475586	-4.8320112228393555	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-22.755870819091797	8.945250511169434	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
20.412179946899414	-7.545974254608154	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
4.337088584899902	20.30402946472168	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
17.506296157836914	16.100452423095703	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-18.742786407470703	12.841179847717285	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
5.012969970703125	18.19381332397461	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-1.4998912811279297	-31.54775047302246	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-9.240230560302734	-17.850791931152344	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-16.487045288085938	4.344293594360352	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
17.671161651611328	2.0102384090423584	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-23.490436553955078	14.447954177856445	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
1.0401228666305542	20.034744262695312	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-3.566657304763794	-23.587833404541016	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
7.3513712882995605	-13.870586395263672	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
5.753505706787109	25.407726287841797	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
19.65557861328125	-16.432559967041016	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
1.3045990467071533	-30.475553512573242	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-2.546544075012207	-31.269731521606445	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-4.786816120147705	-28.03675079345703	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
2.8903117179870605	22.00591278076172	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-15.780128479003906	-9.499889373779297	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
16.219316482543945	17.557472229003906	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
2.8601179122924805	20.883031845092773	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
10.502510070800781	9.30589485168457	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-16.007110595703125	11.846087455749512	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-23.57636833190918	6.218630790710449	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
18.902904510498047	-16.929067611694336	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
14.709821701049805	23.100971221923828	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
21.627103805541992	-10.956167221069336	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
21.794048309326172	-5.331005096435547	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
6.4223222732543945	25.01430892944336	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
7.536740303039551	20.0120849609375	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-22.718488693237305	17.858055114746094	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
9.910050392150879	-11.66497802734375	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-18.307714462280273	-1.9855290651321411	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-27.988265991210938	8.977950096130371	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
15.487014770507812	25.240589141845703	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
7.6017656326293945	28.733713150024414	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-18.580137252807617	-6.277318477630615	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
18.781251907348633	8.64680004119873	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-23.390445709228516	12.517401695251465	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-4.934131622314453	-22.215473175048828	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
4.641651630401611	-35.248390197753906	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
20.162742614746094	-2.181535482406616	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
19.72297477722168	-4.146942615509033	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-23.024456024169922	6.969594478607178	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-21.220827102661133	16.271488189697266	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-24.61187744140625	8.581987380981445	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-14.953139305114746	-5.23300313949585	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
14.326140403747559	8.797938346862793	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-10.139201164245605	-14.848956108093262	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
19.310190200805664	-14.343476295471191	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
11.93925952911377	-2.0871405601501465	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
6.711149215698242	-15.62177562713623	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
19.13473892211914	4.1833577156066895	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-8.995059967041016	-16.591135025024414	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
6.41557502746582	-16.19208335876465	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
6.095818042755127	-13.515497207641602	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-20.914180755615234	9.92175579071045	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
19.693058013916016	-17.239532470703125	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
8.086708068847656	20.784555435180664	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
21.092138290405273	-11.37508487701416	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
5.824234962463379	-12.693942070007324	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-4.464529514312744	-22.61880874633789	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-15.152717590332031	-3.5563275814056396	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-7.114996433258057	-23.41761016845703	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
0.5809316039085388	-29.9738712310791	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
14.463190078735352	6.190541744232178	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-22.21765899658203	16.67198371887207	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-19.304079055786133	3.9747419357299805	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
18.628538131713867	6.590972423553467	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-18.366666793823242	11.81885051727295	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
6.381927013397217	17.416248321533203	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
18.994203567504883	5.5286149978637695	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
18.79237174987793	-15.854337692260742	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-7.247189521789551	8.119353294372559	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-15.201715469360352	-10.515815734863281	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
22.17908477783203	-7.071407794952393	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
15.796346664428711	9.20393180847168	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-4.735103130340576	-24.756486892700195	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-17.126178741455078	-4.6154069900512695	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
18.766704559326172	-17.476428985595703	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-1.0064343214035034	-29.685773849487305	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
20.434024810791016	-1.1028681993484497	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
13.89613151550293	-18.013500213623047	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
18.09839630126953	13.311718940734863	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-0.7636274099349976	19.54888916015625	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
12.276829719543457	21.693105697631836	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-21.634376525878906	1.0225818157196045	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-15.607672691345215	-2.420656204223633	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
16.847373962402344	13.84941577911377	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
-15.506468772888184	4.810243606567383	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-9.272273063659668	-14.968034744262695	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
-18.49051284790039	5.087578773498535	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
18.607215881347656	0.32164523005485535	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
15.813432693481445	1.0944981575012207	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
12.103716850280762	19.79195785522461	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
18.53202247619629	-12.87777328491211	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
7.9637346267700195	28.30050277709961	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
10.520339012145996	-15.9082670211792	1	decision, program, product, service, reasoning, recommendation, recognition, tree, interrelationship, engine, cognitive, network
16.50300407409668	25.120075225830078	0	categorization, ranked, platform, organically, inference, reasoning, engine, encoding, complex, digital, conversation, graph
